PeakID (cmd=annotatePeaks.pl hc_IDR_summit.bed hc.fna -gid -gtf hc.gtf -cpu 30)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4065	V	10910512	10910512	+	0	NA	intron (V3C99_014583, intron 12 of 35)	mRNA-intron (V3C99_014583, intron 12 of 35)	-1775	V3C99_014584	V3C99_014584	gnl|V3C99|Hcon5G00000016742						protein_coding
18208	IV	6802684	6802684	+	0	NA	promoter-TSS (V3C99_007053)	mRNA-promoter-TSS (V3C99_007053)	-2912	V3C99_007053	V3C99_007053	gnl|V3C99|Hcon5G00000002679						protein_coding
11727	I	12185830	12185830	+	0	NA	intron (V3C99_004058, intron 5 of 7)	mRNA-intron (V3C99_004058, intron 4 of 6)	6565	V3C99_004058	V3C99_004058	gnl|V3C99|Hcon5G00000007015						protein_coding
19933	IV	52746306	52746306	+	0	NA	TTS (V3C99_010290)	mRNA-TTS (V3C99_010290)	7661	V3C99_010290	V3C99_010290	gnl|V3C99|Hcon5G00000005916						protein_coding
195	I	25095418	25095418	+	0	NA	exon (V3C99_004906, exon 6 of 6)	mRNA-exon (V3C99_004906, exon 6 of 6)	10470	V3C99_004906	V3C99_004906	gnl|V3C99|Hcon5G00000007863						protein_coding
21489	V	30726976	30726976	+	0	NA	Intergenic	Intergenic	-6958	V3C99_015708	V3C99_015708	gnl|V3C99|Hcon5G00000017866						protein_coding
22445	I	7699999	7699999	+	0	NA	Intergenic	Intergenic	-3435	V3C99_003732	V3C99_003732	gnl|V3C99|Hcon5G00000006689						protein_coding
7295	III	43661170	43661170	+	0	NA	promoter-TSS (V3C99_002942)	mRNA-promoter-TSS (V3C99_002942)	-230	V3C99_002942	V3C99_002942	gnl|V3C99|Hcon5G00000012431						protein_coding
2545	III	43841823	43841823	+	0	NA	Intergenic	Intergenic	3382	V3C99_002958	V3C99_002958	gnl|V3C99|Hcon5G00000012447						protein_coding
4759	II	15656781	15656781	+	0	NA	promoter-TSS (V3C99_011453)	mRNA-promoter-TSS (V3C99_011453)	-561	V3C99_011453	V3C99_011453	gnl|V3C99|Hcon5G00000013611						protein_coding
17135	I	2916969	2916969	+	0	NA	intron (V3C99_003368, intron 5 of 6)	mRNA-intron (V3C99_003368, intron 5 of 6)	1392	V3C99_003368	V3C99_003368	gnl|V3C99|Hcon5G00000006325						protein_coding
4861	I	17557689	17557689	+	0	NA	intron (V3C99_004450, intron 1 of 14)	mRNA-intron (V3C99_004450, intron 1 of 15)	1473	V3C99_004450	V3C99_004450	gnl|V3C99|Hcon5G00000007407						protein_coding
21928	II	22050885	22050885	+	0	NA	intron (V3C99_011938, intron 1 of 1)	mRNA-intron (V3C99_011938, intron 1 of 1)	2529	V3C99_011938	V3C99_011938	gnl|V3C99|Hcon5G00000014096						protein_coding
19664	V	13168656	13168656	+	0	NA	TTS (V3C99_014724)	mRNA-TTS (V3C99_014724)	-56127	V3C99_014722	V3C99_014722	gnl|V3C99|Hcon5G00000016880						protein_coding
10628	V	41038092	41038092	+	0	NA	promoter-TSS (V3C99_016467)	mRNA-promoter-TSS (V3C99_016467)	532	V3C99_016467	V3C99_016467	gnl|V3C99|Hcon5G00000018625						protein_coding
11259	I	29639319	29639319	+	0	NA	intron (V3C99_005214, intron 1 of 6)	mRNA-intron (V3C99_005214, intron 1 of 6)	-5170	V3C99_005214	V3C99_005214	gnl|V3C99|Hcon5G00000008171						protein_coding
12962	V	17866677	17866677	+	0	NA	intron (V3C99_015018, intron 12 of 20)	mRNA-intron (V3C99_015018, intron 5 of 13)	-1922	V3C99_015021	V3C99_015021	gnl|V3C99|Hcon5G00000017179						protein_coding
2136	IV	38472323	38472323	+	0	NA	exon (V3C99_009076, exon 1 of 1)	mRNA-exon (V3C99_009076, exon 1 of 1)	137	V3C99_009076	V3C99_009076	gnl|V3C99|Hcon5G00000004702						protein_coding
21148	I	15891113	15891113	+	0	NA	intron (V3C99_004319, intron 3 of 3)	mRNA-intron (V3C99_004319, intron 3 of 3)	1236	V3C99_004319	V3C99_004319	gnl|V3C99|Hcon5G00000007276						protein_coding
2228	X	7204095	7204095	+	0	NA	Intergenic	Intergenic	-3569	V3C99_017575	V3C99_017575	gnl|V3C99|Hcon5G00000000499						protein_coding
5328	IV	26766282	26766282	+	0	NA	promoter-TSS (V3C99_008331)	mRNA-promoter-TSS (V3C99_008331)	58	V3C99_008331	V3C99_008331	gnl|V3C99|Hcon5G00000003957						protein_coding
1972	III	11402347	11402347	+	0	NA	intron (V3C99_000721, intron 3 of 4)	mRNA-intron (V3C99_000721, intron 3 of 5)	2905	V3C99_000721	V3C99_000721	gnl|V3C99|Hcon5G00000010210						protein_coding
21402	III	5916167	5916167	+	0	NA	promoter-TSS (V3C99_000393)	mRNA-promoter-TSS (V3C99_000393)	-555	V3C99_000393	V3C99_000393	gnl|V3C99|Hcon5G00000009882						protein_coding
2600	III	24444482	24444482	+	0	NA	Intergenic	Intergenic	-1593	V3C99_001568	V3C99_001568	gnl|V3C99|Hcon5G00000011057						protein_coding
3083	II	749513	749513	+	0	NA	Intergenic	Intergenic	-11416	V3C99_010470	V3C99_010470	gnl|V3C99|Hcon5G00000012628						protein_coding
1245	II	29945170	29945170	+	0	NA	intron (V3C99_012375, intron 1 of 19)	mRNA-intron (V3C99_012375, intron 1 of 19)	5174	V3C99_012375	V3C99_012375	gnl|V3C99|Hcon5G00000014533						protein_coding
11744	III	23726078	23726078	+	0	NA	promoter-TSS (V3C99_001512)	mRNA-promoter-TSS (V3C99_001512)	-207	V3C99_001512	V3C99_001512	gnl|V3C99|Hcon5G00000011001						protein_coding
15445	I	46859071	46859071	+	0	NA	intron (V3C99_006459, intron 37 of 56)	mRNA-intron (V3C99_006459, intron 37 of 57)	9787	V3C99_006460	V3C99_006460	gnl|V3C99|Hcon5G00000009417						protein_coding
9900	V	7261875	7261875	+	0	NA	Intergenic	Intergenic	-4350	V3C99_014277	V3C99_014277	gnl|V3C99|Hcon5G00000016435						protein_coding
2016	III	44010742	44010742	+	0	NA	intron (V3C99_002969, intron 7 of 8)	mRNA-intron (V3C99_002969, intron 7 of 8)	6975	V3C99_002969	V3C99_002969	gnl|V3C99|Hcon5G00000012458						protein_coding
4757	V	12743696	12743696	+	0	NA	Intergenic	Intergenic	-4079	V3C99_014700	V3C99_014700	gnl|V3C99|Hcon5G00000016858						protein_coding
806	IV	34411854	34411854	+	0	NA	promoter-TSS (V3C99_008795)	mRNA-promoter-TSS (V3C99_008795)	-92	V3C99_008795	V3C99_008795	gnl|V3C99|Hcon5G00000004421						protein_coding
2156	III	1321063	1321063	+	0	NA	intron (V3C99_000065, intron 1 of 13)	mRNA-intron (V3C99_000065, intron 1 of 13)	5213	V3C99_000066	V3C99_000066	gnl|V3C99|Hcon5G00000009555						protein_coding
18664	V	42126126	42126126	+	0	NA	promoter-TSS (V3C99_016522)	mRNA-promoter-TSS (V3C99_016522)	-242	V3C99_016522	V3C99_016522	gnl|V3C99|Hcon5G00000018680						protein_coding
3700	I	38188871	38188871	+	0	NA	intron (V3C99_005785, intron 2 of 4)	mRNA-intron (V3C99_005785, intron 2 of 4)	18512	V3C99_005788	V3C99_005788	gnl|V3C99|Hcon5G00000008745						protein_coding
4961	II	3497616	3497616	+	0	NA	intron (V3C99_010632, intron 1 of 7)	mRNA-intron (V3C99_010632, intron 1 of 7)	946	V3C99_010632	V3C99_010632	gnl|V3C99|Hcon5G00000012790						protein_coding
4739	II	24983954	24983954	+	0	NA	promoter-TSS (V3C99_012080)	mRNA-promoter-TSS (V3C99_012080)	-5145	V3C99_012080	V3C99_012080	gnl|V3C99|Hcon5G00000014238						protein_coding
7250	III	21434657	21434657	+	0	NA	Intergenic	Intergenic	-4069	V3C99_001345	V3C99_001345	gnl|V3C99|Hcon5G00000010834						protein_coding
18933	IV	13081123	13081123	+	0	NA	TTS (V3C99_007547)	mRNA-TTS (V3C99_007547)	-5586	V3C99_007546	V3C99_007546	gnl|V3C99|Hcon5G00000003172						protein_coding
185	III	28345536	28345536	+	0	NA	Intergenic	Intergenic	-16373	V3C99_001809	V3C99_001809	gnl|V3C99|Hcon5G00000011298						protein_coding
20046	I	44482127	44482127	+	0	NA	Intergenic	Intergenic	-4462	V3C99_006308	V3C99_006308	gnl|V3C99|Hcon5G00000009265						protein_coding
193	X	33016999	33016999	+	0	NA	promoter-TSS (V3C99_019150)	mRNA-promoter-TSS (V3C99_019150)	-723	V3C99_019150	V3C99_019150	gnl|V3C99|Hcon5G00000002074						protein_coding
8587	I	18583776	18583776	+	0	NA	intron (V3C99_004537, intron 3 of 33)	mRNA-intron (V3C99_004537, intron 3 of 33)	7411	V3C99_004537	V3C99_004537	gnl|V3C99|Hcon5G00000007494						protein_coding
15034	II	6230260	6230260	+	0	NA	intron (V3C99_010818, intron 3 of 12)	mRNA-intron (V3C99_010818, intron 3 of 14)	1424	V3C99_010818	V3C99_010818	gnl|V3C99|Hcon5G00000012976						protein_coding
13055	X	18250206	18250206	+	0	NA	exon (V3C99_018268, exon 2 of 2)	mRNA-exon (V3C99_018268, exon 2 of 2)	418	V3C99_018268	V3C99_018268	gnl|V3C99|Hcon5G00000001192						protein_coding
22911	I	36854687	36854687	+	0	NA	intron (V3C99_005678, intron 18 of 21)	mRNA-intron (V3C99_005678, intron 18 of 21)	-2719	V3C99_005679	V3C99_005679	gnl|V3C99|Hcon5G00000008636						protein_coding
19208	I	22865446	22865446	+	0	NA	intron (V3C99_004777, intron 20 of 29)	mRNA-intron (V3C99_004777, intron 16 of 25)	-21272	V3C99_004778	V3C99_004778	gnl|V3C99|Hcon5G00000007735						protein_coding
17472	V	32133410	32133410	+	0	NA	Intergenic	Intergenic	-4115	V3C99_015811	V3C99_015811	gnl|V3C99|Hcon5G00000017969						protein_coding
6329	III	13354275	13354275	+	0	NA	exon (V3C99_000846, exon 6 of 6)	mRNA-exon (V3C99_000846, exon 6 of 6)	3904	V3C99_000846	V3C99_000846	gnl|V3C99|Hcon5G00000010335						protein_coding
19649	IV	36995170	36995170	+	0	NA	promoter-TSS (V3C99_008966)	mRNA-promoter-TSS (V3C99_008966)	61	V3C99_008966	V3C99_008966	gnl|V3C99|Hcon5G00000004592						protein_coding
8896	I	6110064	6110064	+	0	NA	Intergenic	Intergenic	-17914	V3C99_003614	V3C99_003614	gnl|V3C99|Hcon5G00000006571						protein_coding
622	I	41504154	41504154	+	0	NA	promoter-TSS (V3C99_006046)	mRNA-promoter-TSS (V3C99_006046)	-338	V3C99_006046	V3C99_006046	gnl|V3C99|Hcon5G00000009003						protein_coding
20548	III	21890276	21890276	+	0	NA	intron (V3C99_001391, intron 13 of 35)	mRNA-intron (V3C99_001391, intron 13 of 35)	3926	V3C99_001391	V3C99_001391	gnl|V3C99|Hcon5G00000010880						protein_coding
12241	III	36424021	36424021	+	0	NA	promoter-TSS (V3C99_002376)	mRNA-promoter-TSS (V3C99_002376)	31	V3C99_002376	V3C99_002376	gnl|V3C99|Hcon5G00000011865						protein_coding
4737	II	1026887	1026887	+	0	NA	exon (V3C99_010486, exon 1 of 6)	mRNA-exon (V3C99_010486, exon 1 of 6)	2116	V3C99_010486	V3C99_010486	gnl|V3C99|Hcon5G00000012644						protein_coding
9800	IV	52478060	52478060	+	0	NA	promoter-TSS (V3C99_010271)	mRNA-promoter-TSS (V3C99_010271)	-26	V3C99_010271	V3C99_010271	gnl|V3C99|Hcon5G00000005897						protein_coding
16610	II	31256019	31256019	+	0	NA	Intergenic	Intergenic	-8459	V3C99_012433	V3C99_012433	gnl|V3C99|Hcon5G00000014591						protein_coding
12630	I	7567504	7567504	+	0	NA	intron (V3C99_003725, intron 1 of 10)	mRNA-intron (V3C99_003725, intron 1 of 10)	-1246	V3C99_003725	V3C99_003725	gnl|V3C99|Hcon5G00000006682						protein_coding
5460	X	25349735	25349735	+	0	NA	intron (V3C99_018688, intron 4 of 7)	mRNA-intron (V3C99_018688, intron 4 of 8)	3847	V3C99_018689	V3C99_018689	gnl|V3C99|Hcon5G00000001613						protein_coding
16865	X	21077940	21077940	+	0	NA	Intergenic	Intergenic	13483	V3C99_018420	V3C99_018420	gnl|V3C99|Hcon5G00000001344						protein_coding
8408	II	27883920	27883920	+	0	NA	intron (V3C99_012247, intron 4 of 14)	mRNA-intron (V3C99_012247, intron 4 of 14)	6383	V3C99_012247	V3C99_012247	gnl|V3C99|Hcon5G00000014405						protein_coding
1872	III	27686786	27686786	+	0	NA	intron (V3C99_001753, intron 3 of 10)	mRNA-intron (V3C99_001753, intron 3 of 10)	7090	V3C99_001752	V3C99_001752	gnl|V3C99|Hcon5G00000011241						protein_coding
2304	II	10845968	10845968	+	0	NA	intron (V3C99_011184, intron 1 of 20)	mRNA-intron (V3C99_011184, intron 2 of 21)	2613	V3C99_011184	V3C99_011184	gnl|V3C99|Hcon5G00000013342						protein_coding
6327	V	32774820	32774820	+	0	NA	intron (V3C99_015853, intron 1 of 36)	mRNA-intron (V3C99_015853, intron 1 of 36)	-3909	V3C99_015853	V3C99_015853	gnl|V3C99|Hcon5G00000018011						protein_coding
22034	V	48356858	48356858	+	0	NA	intron (V3C99_017031, intron 9 of 9)	mRNA-intron (V3C99_017031, intron 9 of 9)	-6739	V3C99_017030	V3C99_017030	gnl|V3C99|Hcon5G00000019188						protein_coding
15911	II	43031709	43031709	+	0	NA	exon (V3C99_013325, exon 13 of 25)	mRNA-exon (V3C99_013325, exon 13 of 25)	5081	V3C99_013325	V3C99_013325	gnl|V3C99|Hcon5G00000015483						protein_coding
11769	V	3675976	3675976	+	0	NA	Intergenic	Intergenic	7807	V3C99_014001	V3C99_014001	gnl|V3C99|Hcon5G00000016159						protein_coding
17492	IV	12513645	12513645	+	0	NA	intron (V3C99_007515, intron 13 of 17)	mRNA-intron (V3C99_007515, intron 13 of 15)	6432	V3C99_007514	V3C99_007514	gnl|V3C99|Hcon5G00000003140						protein_coding
5204	II	15987377	15987377	+	0	NA	Intergenic	Intergenic	-5768	V3C99_011476	V3C99_011476	gnl|V3C99|Hcon5G00000013634						protein_coding
8589	I	18577476	18577476	+	0	NA	intron (V3C99_004537, intron 3 of 33)	mRNA-intron (V3C99_004537, intron 3 of 33)	1111	V3C99_004537	V3C99_004537	gnl|V3C99|Hcon5G00000007494						protein_coding
10079	I	31946070	31946070	+	0	NA	exon (V3C99_005360, exon 3 of 11)	mRNA-exon (V3C99_005360, exon 3 of 11)	7950	V3C99_005360	V3C99_005360	gnl|V3C99|Hcon5G00000008317						protein_coding
13977	II	35108766	35108766	+	0	NA	promoter-TSS (V3C99_012662)	mRNA-promoter-TSS (V3C99_012662)	-2278	V3C99_012662	V3C99_012662	gnl|V3C99|Hcon5G00000014820						protein_coding
20037	V	2216165	2216165	+	0	NA	intron (V3C99_013868, intron 3 of 5)	mRNA-intron (V3C99_013868, intron 3 of 5)	-33782	V3C99_013869	V3C99_013869	gnl|V3C99|Hcon5G00000016027						protein_coding
18601	I	23477532	23477532	+	0	NA	intron (V3C99_004791, intron 1 of 6)	mRNA-intron (V3C99_004791, intron 1 of 6)	2957	V3C99_004791	V3C99_004791	gnl|V3C99|Hcon5G00000007748						protein_coding
3812	II	43967047	43967047	+	0	NA	intron (V3C99_013391, intron 19 of 76)	mRNA-intron (V3C99_013391, intron 19 of 76)	-15677	V3C99_013393	V3C99_013393	gnl|V3C99|Hcon5G00000015551						protein_coding
22715	II	19230329	19230329	+	0	NA	exon (V3C99_011741, exon 6 of 15)	mRNA-exon (V3C99_011741, exon 6 of 15)	2778	V3C99_011741	V3C99_011741	gnl|V3C99|Hcon5G00000013899						protein_coding
478	IV	53823020	53823020	+	0	NA	promoter-TSS (V3C99_010373)	mRNA-promoter-TSS (V3C99_010373)	-153	V3C99_010373	V3C99_010373	gnl|V3C99|Hcon5G00000005999						protein_coding
14956	I	15823460	15823460	+	0	NA	Intergenic	Intergenic	-3752	V3C99_004316	V3C99_004316	gnl|V3C99|Hcon5G00000007273						protein_coding
2747	I	15205294	15205294	+	0	NA	intron (V3C99_004276, intron 3 of 9)	mRNA-intron (V3C99_004276, intron 3 of 9)	3547	V3C99_004276	V3C99_004276	gnl|V3C99|Hcon5G00000007233						protein_coding
21311	IV	48487684	48487684	+	0	NA	exon (V3C99_009907, exon 7 of 12)	mRNA-exon (V3C99_009907, exon 7 of 12)	5958	V3C99_009907	V3C99_009907	gnl|V3C99|Hcon5G00000005533						protein_coding
18407	V	23995994	23995994	+	0	NA	promoter-TSS (V3C99_015291)	mRNA-promoter-TSS (V3C99_015291)	-217	V3C99_015291	V3C99_015291	gnl|V3C99|Hcon5G00000017449						protein_coding
6733	V	48064296	48064296	+	0	NA	promoter-TSS (V3C99_017003)	mRNA-promoter-TSS (V3C99_017003)	-3	V3C99_017003	V3C99_017003	gnl|V3C99|Hcon5G00000019161						protein_coding
13174	I	11631706	11631706	+	0	NA	Intergenic	Intergenic	19050	V3C99_004017	V3C99_004017	gnl|V3C99|Hcon5G00000006974						protein_coding
11877	II	33635208	33635208	+	0	NA	intron (V3C99_012580, intron 1 of 24)	mRNA-intron (V3C99_012580, intron 4 of 27)	1128	V3C99_012580	V3C99_012580	gnl|V3C99|Hcon5G00000014738						protein_coding
13523	X	1915172	1915172	+	0	NA	intron (V3C99_017180, intron 28 of 58)	mRNA-intron (V3C99_017180, intron 28 of 58)	-10510	V3C99_017181	V3C99_017181	gnl|V3C99|Hcon5G00000000105						protein_coding
22528	I	37818846	37818846	+	0	NA	Intergenic	Intergenic	-3955	V3C99_005757	V3C99_005757	gnl|V3C99|Hcon5G00000008714						protein_coding
10221	IV	26264859	26264859	+	0	NA	Intergenic	Intergenic	4241	V3C99_008308	V3C99_008308	gnl|V3C99|Hcon5G00000003934						protein_coding
21839	IV	32617284	32617284	+	0	NA	intron (V3C99_008672, intron 2 of 15)	mRNA-intron (V3C99_008671, intron 3 of 5)	4423	V3C99_008672	V3C99_008672	gnl|V3C99|Hcon5G00000004298						protein_coding
14306	III	2592463	2592463	+	0	NA	intron (V3C99_000156, intron 1 of 4)	mRNA-intron (V3C99_000156, intron 1 of 4)	445	V3C99_000156	V3C99_000156	gnl|V3C99|Hcon5G00000009645						protein_coding
7155	I	44463101	44463101	+	0	NA	intron (V3C99_006305, intron 1 of 7)	mRNA-intron (V3C99_006305, intron 1 of 7)	445	V3C99_006305	V3C99_006305	gnl|V3C99|Hcon5G00000009262						protein_coding
9794	IV	3067288	3067288	+	0	NA	Intergenic	Intergenic	-7591	V3C99_006781	V3C99_006781	gnl|V3C99|Hcon5G00000002407						protein_coding
4323	X	30804216	30804216	+	0	NA	TTS (V3C99_018992)	mRNA-TTS (V3C99_018992)	-2095	V3C99_018993	V3C99_018993	gnl|V3C99|Hcon5G00000001917						protein_coding
21130	IV	18318696	18318696	+	0	NA	intron (V3C99_007888, intron 12 of 14)	mRNA-intron (V3C99_007888, intron 12 of 13)	-5440	V3C99_007887	V3C99_007887	gnl|V3C99|Hcon5G00000003513						protein_coding
7684	IV	50699412	50699412	+	0	NA	exon (V3C99_010094, exon 1 of 3)	mRNA-exon (V3C99_010094, exon 1 of 3)	106	V3C99_010094	V3C99_010094	gnl|V3C99|Hcon5G00000005720						protein_coding
11562	I	34204539	34204539	+	0	NA	TTS (V3C99_005478)	mRNA-TTS (V3C99_005478)	5169	V3C99_005478	V3C99_005478	gnl|V3C99|Hcon5G00000008435						protein_coding
7278	III	14853841	14853841	+	0	NA	Intergenic	Intergenic	-15152	V3C99_000938	V3C99_000938	gnl|V3C99|Hcon5G00000010427						protein_coding
1989	V	33701224	33701224	+	0	NA	Intergenic	Intergenic	-1011	V3C99_015911	V3C99_015911	gnl|V3C99|Hcon5G00000018069						protein_coding
22026	X	1908648	1908648	+	0	NA	intron (V3C99_017180, intron 28 of 58)	mRNA-intron (V3C99_017180, intron 28 of 58)	-3986	V3C99_017181	V3C99_017181	gnl|V3C99|Hcon5G00000000105						protein_coding
12773	V	12187531	12187531	+	0	NA	Intergenic	Intergenic	-10566	V3C99_014654	V3C99_014654	gnl|V3C99|Hcon5G00000016812						protein_coding
15715	V	27822465	27822465	+	0	NA	promoter-TSS (V3C99_015524)	mRNA-promoter-TSS (V3C99_015524)	-922	V3C99_015524	V3C99_015524	gnl|V3C99|Hcon5G00000017682						protein_coding
11414	X	25193878	25193878	+	0	NA	Intergenic	Intergenic	11605	V3C99_018673	V3C99_018673	gnl|V3C99|Hcon5G00000001597						protein_coding
2749	III	43100980	43100980	+	0	NA	Intergenic	Intergenic	-9658	V3C99_002910	V3C99_002910	gnl|V3C99|Hcon5G00000012399						protein_coding
13194	IV	45561251	45561251	+	0	NA	TTS (V3C99_009631)	mRNA-TTS (V3C99_009631)	-2804	V3C99_009632	V3C99_009632	gnl|V3C99|Hcon5G00000005258						protein_coding
9712	III	10754743	10754743	+	0	NA	exon (V3C99_000683, exon 1 of 20)	mRNA-exon (V3C99_000683, exon 1 of 20)	-8545	V3C99_000683	V3C99_000683	gnl|V3C99|Hcon5G00000010172						protein_coding
4555	IV	48665514	48665514	+	0	NA	intron (V3C99_009916, intron 3 of 13)	mRNA-intron (V3C99_009916, intron 3 of 13)	2099	V3C99_009916	V3C99_009916	gnl|V3C99|Hcon5G00000005542						protein_coding
13997	IV	45277323	45277323	+	0	NA	intron (V3C99_009614, intron 9 of 34)	mRNA-intron (V3C99_009614, intron 9 of 34)	-20023	V3C99_009614	V3C99_009614	gnl|V3C99|Hcon5G00000005240						protein_coding
20111	I	15255985	15255985	+	0	NA	promoter-TSS (V3C99_004279)	mRNA-promoter-TSS (V3C99_004279)	-133	V3C99_004279	V3C99_004279	gnl|V3C99|Hcon5G00000007236						protein_coding
574	I	6340693	6340693	+	0	NA	promoter-TSS (V3C99_003628)	mRNA-promoter-TSS (V3C99_003628)	-41	V3C99_003628	V3C99_003628	gnl|V3C99|Hcon5G00000006585						protein_coding
10099	V	15892	15892	+	0	NA	Intergenic	Intergenic	-5165	V3C99_013727	V3C99_013727	gnl|V3C99|Hcon5G00000015885						protein_coding
9420	II	3470052	3470052	+	0	NA	intron (V3C99_010632, intron 1 of 7)	mRNA-intron (V3C99_010632, intron 1 of 7)	28510	V3C99_010632	V3C99_010632	gnl|V3C99|Hcon5G00000012790						protein_coding
7911	III	12810537	12810537	+	0	NA	promoter-TSS (V3C99_000816)	mRNA-promoter-TSS (V3C99_000816)	-143	V3C99_000816	V3C99_000816	gnl|V3C99|Hcon5G00000010305						protein_coding
13042	IV	40620033	40620033	+	0	NA	intron (V3C99_009229, intron 1 of 6)	mRNA-intron (V3C99_009229, intron 1 of 6)	-7502	V3C99_009229	V3C99_009229	gnl|V3C99|Hcon5G00000004855						protein_coding
5002	V	15948432	15948432	+	0	NA	intron (V3C99_014901, intron 11 of 16)	mRNA-intron (V3C99_014901, intron 9 of 14)	12841	V3C99_014900	V3C99_014900	gnl|V3C99|Hcon5G00000017058						protein_coding
3048	IV	22294575	22294575	+	0	NA	Intergenic	Intergenic	-6015	V3C99_008115	V3C99_008115	gnl|V3C99|Hcon5G00000003741						protein_coding
3894	V	25436434	25436434	+	0	NA	promoter-TSS (V3C99_015373)	mRNA-promoter-TSS (V3C99_015373)	-74	V3C99_015373	V3C99_015373	gnl|V3C99|Hcon5G00000017531						protein_coding
15528	X	31601901	31601901	+	0	NA	promoter-TSS (V3C99_019051)	mRNA-promoter-TSS (V3C99_019051)	-547	V3C99_019052	V3C99_019052	gnl|V3C99|Hcon5G00000001976						protein_coding
12793	IV	25783735	25783735	+	0	NA	Intergenic	Intergenic	-3554	V3C99_008290	V3C99_008290	gnl|V3C99|Hcon5G00000003916						protein_coding
853	I	2771866	2771866	+	0	NA	promoter-TSS (V3C99_003338)	mRNA-promoter-TSS (V3C99_003338)	-264	V3C99_003339	V3C99_003339	gnl|V3C99|Hcon5G00000006296						protein_coding
1987	I	23693976	23693976	+	0	NA	exon (V3C99_004811, exon 1 of 1)	mRNA-exon (V3C99_004811, exon 1 of 1)	2139	V3C99_004811	V3C99_004811	gnl|V3C99|Hcon5G00000007768						protein_coding
15026	IV	52845190	52845190	+	0	NA	intron (V3C99_010299, intron 8 of 16)	mRNA-intron (V3C99_010299, intron 9 of 17)	-7973	V3C99_010297	V3C99_010297	gnl|V3C99|Hcon5G00000005923						protein_coding
20330	X	24867201	24867201	+	0	NA	Intergenic	Intergenic	-11900	V3C99_018655	V3C99_018655	gnl|V3C99|Hcon5G00000001579						protein_coding
11897	I	21512709	21512709	+	0	NA	intron (V3C99_004697, intron 8 of 10)	mRNA-intron (V3C99_004697, intron 9 of 11)	7082	V3C99_004697	V3C99_004697	gnl|V3C99|Hcon5G00000007654						protein_coding
6602	III	33289663	33289663	+	0	NA	intron (V3C99_002146, intron 1 of 23)	mRNA-intron (V3C99_002146, intron 1 of 23)	2262	V3C99_002146	V3C99_002146	gnl|V3C99|Hcon5G00000011635						protein_coding
16153	I	296829	296829	+	0	NA	intron (V3C99_003133, intron 1 of 20)	mRNA-intron (V3C99_003133, intron 1 of 22)	-17072	V3C99_003132	V3C99_003132	gnl|V3C99|Hcon5G00000006089						protein_coding
8828	II	45534947	45534947	+	0	NA	intron (V3C99_013511, intron 2 of 11)	mRNA-intron (V3C99_013511, intron 2 of 11)	3856	V3C99_013511	V3C99_013511	gnl|V3C99|Hcon5G00000015669						protein_coding
11742	III	10868307	10868307	+	0	NA	Intergenic	Intergenic	-5781	V3C99_000690	V3C99_000690	gnl|V3C99|Hcon5G00000010179						protein_coding
6971	II	10940588	10940588	+	0	NA	Intergenic	Intergenic	-6386	V3C99_011189	V3C99_011189	gnl|V3C99|Hcon5G00000013347						protein_coding
6433	IV	40382737	40382737	+	0	NA	exon (V3C99_009206, exon 8 of 9)	mRNA-exon (V3C99_009206, exon 8 of 9)	2366	V3C99_009206	V3C99_009206	gnl|V3C99|Hcon5G00000004832						protein_coding
